Paul_Reiser_31.jpg,23.6,41.5,27.4,49.0,27.4,60.2,29.3,67.8,33.0,82.8,40.5,90.3,46.2,95.9,51.8,99.7,64.9,105.3,80.0,99.7,87.5,94.0,93.1,88.4,102.5,80.9,102.5,67.8,104.4,58.4,104.4,47.1,104.4,35.8,33.0,30.2,34.9,26.5,40.5,24.6,46.2,24.6,51.8,24.6,70.6,24.6,76.2,22.7,81.8,22.7,87.5,22.7,93.1,28.3,59.3,35.8,59.3,41.5,59.3,49.0,59.3,54.6,55.6,60.2,57.4,60.2,63.1,60.2,64.9,60.2,68.7,58.4,40.5,37.7,44.3,35.8,49.9,35.8,51.8,37.7,49.9,37.7,44.3,37.7,74.3,35.8,76.2,35.8,81.8,35.8,85.6,35.8,81.8,39.6,76.2,39.6,49.9,77.1,55.6,71.5,59.3,69.6,63.1,69.6,64.9,69.6,70.6,69.6,76.2,75.3,74.3,80.9,68.7,82.8,63.1,82.8,59.3,82.8,55.6,80.9,51.8,75.3,59.3,71.5,63.1,71.5,68.7,71.5,76.2,75.3,68.7,77.1,63.1,77.1,59.3,77.1
Terje_Roed-Larsen_20.jpg,22.7,67.3,26.1,76.3,31.6,84.1,37.2,90.8,42.8,98.6,51.7,101.9,59.5,105.3,71.8,105.3,85.2,105.3,97.5,99.7,99.7,94.1,103.1,88.6,105.3,79.6,105.3,68.5,105.3,60.7,103.1,51.7,99.7,40.6,33.9,39.4,40.6,33.9,46.1,30.5,54.0,28.3,59.5,28.3,79.6,26.1,83.0,22.7,88.6,22.7,94.1,22.7,97.5,28.3,71.8,37.2,74.0,42.8,77.4,48.4,79.6,54.0,71.8,62.9,74.0,62.9,77.4,62.9,83.0,59.5,83.0,59.5,46.1,45.0,48.4,41.7,54.0,39.4,59.5,42.8,57.3,45.0,48.4,45.0,79.6,39.4,85.2,33.9,88.6,33.9,90.8,37.2,88.6,37.2,85.2,39.4,66.2,79.6,71.8,74.0,77.4,68.5,79.6,68.5,83.0,68.5,88.6,68.5,90.8,74.0,90.8,79.6,88.6,83.0,83.0,83.0,77.4,85.2,71.8,81.9,66.2,79.6,77.4,74.0,79.6,70.7,83.0,70.7,90.8,74.0,85.2,77.4,83.0,79.6,77.4,79.6
Kathryn_Morris_41.jpg,22.7,43.9,22.7,53.9,24.7,64.0,24.7,74.1,28.8,84.1,32.8,92.2,38.8,96.2,44.9,102.3,57.0,104.3,71.0,104.3,77.1,102.3,85.1,96.2,91.2,92.2,95.2,82.1,97.2,74.1,103.3,66.0,105.3,55.9,32.8,29.8,40.8,23.7,44.9,23.7,52.9,27.7,57.0,27.7,77.1,31.8,83.1,29.8,91.2,29.8,95.2,31.8,99.2,37.8,65.0,39.8,65.0,47.9,65.0,51.9,65.0,58.0,54.9,62.0,61.0,62.0,63.0,64.0,67.0,64.0,71.0,64.0,40.8,39.8,44.9,35.8,50.9,37.8,54.9,39.8,50.9,41.8,44.9,41.8,77.1,41.8,83.1,41.8,85.1,41.8,91.2,45.9,85.1,45.9,81.1,43.9,44.9,76.1,52.9,72.1,57.0,70.0,63.0,72.1,65.0,72.1,71.0,74.1,73.1,80.1,67.0,82.1,65.0,84.1,61.0,84.1,54.9,82.1,50.9,82.1,48.9,76.1,57.0,74.1,61.0,74.1,65.0,74.1,73.1,80.1,65.0,80.1,61.0,80.1,54.9,80.1
Adrian_Nastase_11.jpg,22.7,35.4,22.7,46.5,22.7,56.1,24.3,65.6,29.1,75.1,37.0,84.6,46.5,91.0,56.1,98.9,67.2,102.1,81.5,98.9,86.2,94.2,87.8,89.4,91.0,83.1,92.6,73.5,97.3,64.0,100.5,57.6,102.1,44.9,46.5,27.5,52.9,25.9,60.8,25.9,64.0,25.9,71.9,29.1,87.8,30.7,92.6,30.7,97.3,30.7,102.1,30.7,105.3,33.8,78.3,40.2,78.3,48.1,81.5,54.5,81.5,59.2,71.9,64.0,73.5,64.0,78.3,65.6,81.5,64.0,83.1,64.0,52.9,35.4,57.6,35.4,62.4,35.4,67.2,37.0,62.4,40.2,57.6,37.0,86.2,40.2,91.0,38.6,95.8,40.2,97.3,40.2,95.8,43.4,91.0,43.4,60.8,75.1,67.2,73.5,73.5,73.5,76.7,73.5,78.3,73.5,83.1,75.1,83.1,78.3,81.5,79.9,78.3,83.1,73.5,83.1,68.8,83.1,64.0,79.9,60.8,75.1,71.9,75.1,76.7,75.1,78.3,78.3,83.1,78.3,78.3,78.3,73.5,78.3,71.9,78.3
Robbie_Coltrane_01.jpg,22.7,45.4,22.7,55.4,22.7,66.5,24.7,73.6,27.7,84.6,32.8,91.7,37.8,94.7,42.9,99.8,55.9,99.8,69.0,97.7,82.1,92.7,92.2,87.7,100.3,80.6,102.3,69.5,102.3,59.5,105.3,49.4,102.3,36.3,22.7,35.3,24.7,32.3,27.7,30.3,32.8,30.3,37.8,32.3,55.9,30.3,61.0,30.3,69.0,28.2,76.1,28.2,82.1,31.3,47.9,40.3,45.9,45.4,45.9,51.4,45.9,56.4,45.9,61.5,45.9,61.5,50.9,61.5,52.9,61.5,55.9,58.5,27.7,43.4,29.8,40.3,34.8,40.3,40.8,40.3,34.8,43.4,32.8,43.4,61.0,38.3,66.0,35.3,69.0,36.3,74.1,38.3,71.0,41.3,66.0,41.3,40.8,74.6,42.9,71.6,47.9,69.5,50.9,69.5,52.9,66.5,61.0,69.5,66.0,71.6,61.0,76.6,55.9,79.6,52.9,79.6,47.9,79.6,45.9,76.6,42.9,74.6,47.9,71.6,50.9,71.6,55.9,71.6,66.0,71.6,55.9,74.6,52.9,74.6,47.9,74.6
Zhong_Nanshan_51.jpg,22.7,46.1,27.7,56.0,30.4,65.4,32.6,75.3,37.6,82.4,44.7,92.4,54.6,97.3,66.8,102.3,78.9,102.8,91.0,97.9,95.4,90.7,98.1,86.3,103.1,76.4,103.1,66.5,105.3,59.3,105.3,50.0,103.1,40.1,42.5,39.0,46.9,34.5,54.6,31.8,61.8,32.3,66.8,32.3,83.3,30.1,88.2,27.4,93.2,25.2,95.4,25.2,100.3,30.1,76.1,44.5,78.9,51.6,81.1,59.3,83.3,63.7,73.9,68.7,76.1,68.7,81.1,71.4,83.3,68.7,86.0,66.5,51.9,46.7,56.8,43.9,61.8,44.5,64.0,44.5,61.8,46.7,56.8,46.7,83.3,42.3,88.2,40.1,93.2,40.1,95.4,40.1,93.2,42.3,88.2,42.3,64.0,83.0,71.2,80.8,78.9,78.6,81.1,78.6,86.0,76.4,91.0,78.6,93.2,81.3,91.0,85.7,86.0,90.7,81.1,90.7,76.1,90.7,71.2,87.9,66.8,83.0,76.1,80.8,81.1,80.8,86.0,80.8,91.0,80.8,86.0,85.7,81.1,85.7,76.1,85.7
Ernie_Grunfeld_31.jpg,25.3,36.6,22.7,50.5,22.7,58.3,25.3,68.8,25.3,79.2,30.5,87.9,33.1,95.7,38.4,100.9,51.4,104.4,65.3,101.8,75.7,99.2,83.6,91.4,91.4,83.6,96.6,73.1,100.1,64.4,102.7,54.0,105.3,43.6,27.9,26.2,30.5,26.2,35.7,23.6,41.0,27.1,43.6,27.1,65.3,29.7,70.5,29.7,75.7,29.7,83.6,29.7,88.8,33.1,54.0,40.1,51.4,47.9,48.8,55.7,48.8,61.0,46.2,64.4,48.8,67.0,51.4,67.0,57.5,67.0,60.1,67.0,33.1,37.5,35.7,34.9,41.0,37.5,46.2,40.1,41.0,40.1,35.7,40.1,65.3,40.1,70.5,40.1,75.7,40.1,78.3,43.6,75.7,43.6,70.5,42.7,38.4,77.5,43.6,74.9,48.8,74.9,51.4,74.9,54.0,74.9,60.1,77.5,65.3,80.1,60.1,82.7,54.0,85.3,51.4,85.3,46.2,82.7,43.6,80.1,41.0,77.5,48.8,77.5,51.4,77.5,54.0,80.1,65.3,80.1,54.0,80.1,51.4,80.1,46.2,80.1
Ricardo_Lopez_Murphy_41.jpg,22.7,43.0,24.2,50.5,27.2,62.5,30.2,70.0,36.2,80.5,40.7,88.0,48.2,94.0,60.2,97.0,72.3,100.0,85.8,92.5,94.8,86.5,97.8,79.0,102.3,68.5,105.3,58.0,105.3,49.0,105.3,38.5,105.3,28.0,30.2,38.5,36.2,35.5,43.7,35.5,48.2,35.5,54.2,35.5,72.3,32.5,78.3,31.0,84.3,31.0,91.8,31.0,97.8,31.0,64.8,43.0,67.8,52.0,67.8,56.5,70.8,62.5,61.7,65.5,64.8,67.0,67.8,68.5,72.3,65.5,75.3,65.5,40.7,43.0,43.7,43.0,48.2,41.5,54.2,43.0,48.2,46.0,43.7,46.0,75.3,41.5,81.3,38.5,84.3,38.5,88.8,38.5,85.8,41.5,81.3,41.5,54.2,79.0,60.2,76.0,67.8,76.0,70.8,76.0,72.3,73.0,78.3,73.0,84.3,73.0,78.3,79.0,75.3,82.0,70.8,80.5,64.8,80.5,60.2,80.5,57.2,79.0,64.8,79.0,70.8,76.0,72.3,76.0,81.3,73.0,72.3,76.0,70.8,79.0,64.8,79.0
Daniel_Rouse_01.jpg,22.7,49.8,25.4,59.3,27.4,69.4,30.2,76.9,32.9,87.0,40.3,94.5,45.0,97.2,52.5,99.9,65.4,102.6,80.2,97.8,89.7,95.8,95.1,88.4,102.6,80.9,105.3,70.8,105.3,60.6,105.3,51.1,105.3,38.3,27.4,36.9,32.9,32.2,37.6,30.2,42.3,27.4,47.8,27.4,67.4,25.4,72.8,25.4,77.5,25.4,85.0,25.4,89.7,28.1,57.9,37.6,57.9,42.3,57.9,49.8,57.9,55.2,55.2,62.6,57.9,62.6,59.9,62.6,65.4,62.6,67.4,59.9,34.9,42.3,40.3,39.6,45.0,39.6,47.8,40.3,45.0,42.3,40.3,42.3,70.1,37.6,72.8,35.6,77.5,35.6,82.3,35.6,77.5,38.3,72.8,37.6,49.8,80.2,52.5,72.8,57.9,70.1,62.6,70.1,65.4,70.1,72.8,72.8,77.5,75.5,72.8,80.2,67.4,83.0,62.6,83.0,57.9,82.3,55.2,80.2,49.8,77.5,57.9,74.8,62.6,74.8,67.4,75.5,74.8,75.5,67.4,77.5,62.6,77.5,57.9,77.5
Agbani_Darego_21.jpg,22.7,35.7,22.7,45.5,24.8,56.0,27.6,63.7,32.5,71.3,38.1,81.8,45.8,90.2,50.7,97.9,64.0,102.8,76.6,97.9,87.1,90.2,92.0,83.2,97.6,72.7,99.7,62.3,102.5,52.5,105.3,42.0,105.3,31.5,27.6,28.0,32.5,25.2,38.1,28.0,43.0,28.0,50.7,30.8,73.8,30.8,79.4,28.7,84.3,28.7,92.0,25.9,97.6,28.7,61.2,44.1,61.2,53.9,61.2,61.6,61.2,67.1,56.3,69.2,58.4,69.2,61.2,72.0,66.1,69.9,68.9,69.9,35.3,40.6,38.1,38.5,45.8,38.5,50.7,41.3,45.8,43.4,38.1,43.4,73.8,41.3,79.4,39.2,84.3,39.2,89.2,39.2,87.1,41.3,79.4,44.1,47.9,79.7,50.7,79.7,58.4,76.9,61.2,76.9,66.1,77.6,71.7,79.7,79.4,80.4,73.8,88.1,68.9,90.2,64.0,90.2,58.4,90.2,53.5,87.4,47.9,79.7,58.4,82.5,64.0,82.5,66.1,82.5,76.6,80.4,66.1,85.3,64.0,85.3,58.4,84.6
